passenger1,passenger2,flightsTogether
8057,11587,5
8057,13218,5
7060,13284,5
13564,1769,5
13564,11211,5
246,289,5
727,760,5
768,786,5
773,734,5
781,762,5
385,315,5
712,772,5
785,793,5
705,771,5
961,928,5
1002,1053,5
1057,392,5
334,1001,5
1297,1243,5
334,724,5
2130,2187,5
2284,2261,5
2231,2209,5
2299,2242,5
2573,2545,5
2674,2608,5
2928,2985,5
3410,3483,5
3509,3510,5
3509,3545,5
2145,3135,5
2190,3142,5
3609,3689,5
3802,3801,5
3940,3961,5
1248,3152,5
2017,3019,5
2570,211,5
4394,4376,5
4396,4307,5
1396,2942,5
2295,3554,5
4415,4418,5
2062,2404,5
701,1042,5
4647,4656,5
2857,3152,5
2725,1272,5
2758,1444,5
2760,1272,5
184,2717,5
2754,905,5
4611,446,5
4630,1498,5
4009,2717,5
4083,2969,5
4827,4900,5
4832,4854,5
1598,3553,5
3924,4484,5
5292,5225,5
758,5120,5
5122,1043,5
5467,5451,5
5451,5459,5
5451,5446,5
4022,2769,5
4071,2769,5
5632,5653,5
5696,5602,5
5458,4066,5
4042,5481,5
928,5456,5
2511,5491,5
4083,5495,5
5432,4011,5
878,5605,5
5797,5707,5
362,1612,5
4946,4700,5
4995,4675,5
4946,2693,5
5907,5990,5
5919,5917,5
5885,4314,5
58,5705,5
6030,2251,5
3998,2596,5
1586,5460,5
5420,3527,5
6532,6516,5
6855,6896,5
6836,6893,5
6824,6833,5
6858,6874,5
7410,7442,5
5738,5952,5
4171,7034,5
7726,7707,5
2734,6008,5
477,5954,5
7859,7821,5
3867,7246,5
5583,652,5
4823,3851,5
6416,809,5
1005,7162,5
7379,7853,5
4221,4182,5
6872,4373,5
6064,6874,5
6869,477,5
5481,6832,5
5590,6242,5
8658,8679,5
6801,8238,5
5442,606,5
2326,7618,5
8995,9000,5
8961,8965,5
901,3093,5
3093,95,5
1160,1831,5
1531,239,5
4283,4772,5
8906,7813,5
1544,249,5
3979,701,5
5789,663,5
4247,9030,5
8485,5766,5
6876,6447,5
8270,3409,5
536,2660,5
9690,9649,5
9665,9619,5
9640,9628,5
9618,9611,5
9963,9988,5
9960,9999,5
10050,10043,5
8105,7506,5
7222,7718,5
4563,7279,5
9628,622,5
3754,2856,5
1321,3172,5
2580,298,5
1818,6729,5
7510,4713,5
315,6741,5
6827,6912,5
10394,10322,5
10356,10334,5
9453,8803,5
10433,10401,5
10461,10458,5
5079,3233,5
2250,3858,5
1078,10349,5
9931,821,5
2482,10377,5
8363,5544,5
4774,9066,5
9645,174,5
6560,9699,5
382,8729,5
8262,9700,5
484,9700,5
5253,10313,5
3837,3021,5
8596,3223,5
288,556,5
1927,6013,5
9751,1024,5
10320,3214,5
5093,7825,5
5549,908,5
1296,2174,5
1762,1404,5
2532,10058,5
4641,8877,5
4235,11972,5
2138,9659,5
9659,11201,5
5653,7950,5
781,5009,5
8519,10661,5
7747,1505,5
6447,7747,5
10548,9258,5
4945,5096,5
11853,1534,5
9629,6184,5
2146,9629,5
9685,6184,5
2054,1673,5
3361,11898,5
7560,4070,5
5358,11607,5
7693,8323,5
9493,4816,5
6208,8368,5
4735,859,5
6929,8544,5
1232,2358,5
4784,1678,5
5438,1966,5
8871,9252,5
9600,10461,5
6121,12428,5
8981,5925,5
3367,6532,5
12232,9985,5
6452,1482,5
5009,859,5
10478,6591,5
4791,75,5
6737,2930,5
11280,5596,5
697,8252,5
420,7243,5
4247,10880,5
5643,8579,5
10871,8539,5
9738,952,5
10548,3957,5
2065,13636,5
6271,10640,5
2844,11186,5
11070,11353,5
1033,12594,5
4070,10762,5
5414,10762,5
8589,12373,5
10652,13276,5
9445,311,5
13623,12126,5
5668,12170,5
14093,14071,5
1825,12530,5
12841,6731,5
11502,8590,5
4129,4459,5
13862,4129,5
8400,517,5
11513,6437,5
5212,13218,5
6535,356,5
5007,9540,5
7060,8057,5
11192,9480,5
7611,6633,5
13249,10244,5
10652,11290,5
13295,13194,5
14055,12891,5
14059,10784,5
127,132,5
292,281,5
395,382,5
330,381,5
606,624,5
624,684,5
704,726,5
762,731,5
707,792,5
751,795,5
795,746,5
773,740,5
734,739,5
781,760,5
750,733,5
913,994,5
1051,1045,5
1051,1021,5
1044,1025,5
305,381,5
721,709,5
785,721,5
1231,1289,5
712,1025,5
362,791,5
333,1014,5
1878,1816,5
2201,2232,5
2204,2203,5
2496,2469,5
2521,2545,5
223,615,5
3503,3531,5
620,2162,5
3609,3672,5
3679,3620,5
746,3414,5
3941,3982,5
3914,3955,5
3195,289,5
1458,1864,5
2565,276,5
467,1632,5
366,696,5
374,649,5
211,331,5
2942,989,5
1598,1243,5
3661,2328,5
2498,3635,5
3679,2441,5
611,289,5
4640,4628,5
4647,4632,5
951,1465,5
4744,4731,5
2392,3607,5
2959,4044,5
2959,4009,5
2783,4066,5
930,4066,5
930,4053,5
2939,4016,5
407,4309,5
442,1512,5
941,2467,5
5390,1677,5
5467,5460,5
5496,5451,5
5406,5448,5
5191,4171,5
5439,4339,5
928,5468,5
2511,5440,5
1472,4294,5
5793,5758,5
5757,5743,5
5702,5796,5
5738,5725,5
5737,5796,5
5817,5859,5
1444,5455,5
4534,4876,5
4665,4947,5
3940,3572,5
3998,3527,5
5991,5962,5
5917,5990,5
5917,5901,5
5934,5952,5
5133,1943,5
4179,5139,5
5002,4546,5
6177,6169,5
6163,6111,5
4981,165,5
6456,6401,5
1673,3043,5
6481,5446,5
6848,6825,5
6855,6830,5
6893,6853,5
6893,6872,5
6830,6829,5
6844,6858,5
6896,6866,5
6932,6950,5
7059,7089,5
3676,2645,5
1386,7506,5
5788,5993,5
4481,5993,5
6008,5966,5
477,5966,5
7186,4344,5
5800,3688,5
8180,8127,5
839,5016,5
8307,7733,5
378,431,5
8595,8511,5
4823,4584,5
7613,202,5
8216,3278,5
1028,6580,5
2227,22,5
8073,732,5
7439,4125,5
5706,5481,5
6832,2759,5
6063,6832,5
6063,6898,5
3120,6872,5
6874,3544,5
6874,5706,5
6864,5491,5
6242,8411,5
4827,7396,5
8788,8791,5
1432,7618,5
8973,8931,5
8968,8986,5
8327,8910,5
3330,7868,5
3820,5560,5
4772,1917,5
2702,3345,5
7676,3255,5
8976,7896,5
4139,1042,5
6968,3975,5
272,3734,5
9028,6365,5
5411,6707,5
8180,8239,5
451,4395,5
8073,6242,5
707,432,5
211,1389,5
6752,8837,5
8519,8246,5
4398,4171,5
9660,9618,5
7193,1767,5
2625,8441,5
1089,1982,5
10004,9340,5
8563,9988,5
2097,783,5
1526,2476,5
7568,3608,5
9766,167,5
10376,10315,5
6694,1223,5
4591,1343,5
6441,6084,5
3418,10313,5
281,10397,5
10442,10454,5
9363,10110,5
3968,9661,5
10458,5922,5
10523,10530,5
5668,8363,5
9356,6584,5
9481,9815,5
8735,525,5
8048,7799,5
10515,9188,5
4034,497,5
392,6560,5
7560,61,5
1849,2090,5
10731,10799,5
9621,4453,5
11056,11030,5
11060,11074,5
11114,11193,5
10958,8398,5
10967,5238,5
2701,9997,5
9700,10742,5
10791,4774,5
1511,544,5
8006,5533,5
1020,10758,5
4247,3149,5
1340,9548,5
4715,1198,5
8004,8165,5
288,5850,5
8114,1246,5
2162,2495,5
8529,4285,5
6833,1961,5
9118,9709,5
10048,6827,5
2346,7934,5
8163,10234,5
7120,9280,5
5287,9403,5
2549,9171,5
7540,10858,5
10858,7540,5
8194,10058,5
7098,728,5
2489,2108,5
4823,1309,5
12002,12005,5
2744,8194,5
7191,4737,5
7510,335,5
8006,8363,5
10541,6113,5
4092,8290,5
4056,9068,5
6113,855,5
9951,6777,5
11808,6787,5
11147,10784,5
1079,8684,5
7336,3299,5
5953,11667,5
5587,7364,5
7187,9557,5
3660,3191,5
10089,7950,5
2391,11940,5
2358,1232,5
2333,7341,5
23,11633,5
8024,4707,5
4827,2964,5
9822,10329,5
8039,11303,5
3307,517,5
7877,7780,5
8514,10473,5
6323,9174,5
13107,13112,5
12669,6923,5
13683,13643,5
2160,3874,5
6258,12335,5
5574,11136,5
2857,5634,5
7725,3560,5
13462,6616,5
10384,4822,5
1008,10384,5
456,10340,5
7327,6138,5
12586,8132,5
6993,10004,5
9247,10458,5
9932,9721,5
8116,13565,5
11334,12530,5
11834,8025,5
1162,11326,5
7533,18,5
7533,13822,5
2112,13564,5
7555,8810,5
4957,5007,5
11587,11211,5
5553,7591,5
356,10205,5
11528,8160,5
1591,6733,5
10248,13564,5
1242,954,5
1460,14059,5
15158,15135,5
15135,15113,5
324,381,5
606,622,5
783,794,5
743,701,5
747,746,5
247,244,5
724,703,5
896,885,5
1045,1026,5
1073,1044,5
341,1051,5
1073,308,5
1595,1589,5
1587,1544,5
1542,1598,5
2038,2072,5
2131,2134,5
2300,2288,5
2252,2233,5
2438,2500,5
2510,2600,5
2723,2732,5
2924,2928,5
3402,3444,5
3477,3405,5
3461,3471,5
3520,3545,5
3599,3512,5
3579,3582,5
3681,3624,5
1850,2749,5
3463,366,5
3410,1053,5
2178,3198,5
2586,624,5
1087,264,5
2816,1696,5
4277,4230,5
3402,690,5
283,3049,5
968,2030,5
2108,237,5
989,1328,5
3980,2600,5
3702,801,5
2247,3599,5
4408,4439,5
4090,4387,5
4671,4607,5
316,92,5
446,1884,5
4012,1818,5
4059,1666,5
4465,3579,5
3994,2672,5
5094,5018,5
2249,3694,5
3536,2467,5
1313,2263,5
5312,4587,5
5148,3472,5
1352,2171,5
5486,5458,5
5409,5467,5
4359,2905,5
2959,5464,5
2939,5443,5
5498,4388,5
1666,5436,5
5471,2941,5
2511,5500,5
5468,1337,5
4388,5478,5
5438,4011,5
2789,5414,5
4053,5484,5
774,169,5
1499,2992,5
5707,5725,5
4554,4069,5
3998,4945,5
3645,344,5
3957,380,5
3957,344,5
5981,5960,5
6030,6084,5
6067,6084,5
455,3637,5
4609,4593,5
3527,4609,5
4430,3861,5
6817,6896,5
6817,6848,5
7280,7244,5
876,1554,5
4153,937,5
5977,2734,5
4373,5966,5
2993,5720,5
5949,1250,5
8105,8126,5
8180,8165,5
3928,6159,5
4416,772,5
4235,3961,5
1306,7784,5
6016,1817,5
6869,6064,5
6897,5788,5
3576,6874,5
6047,6825,5
1789,5590,5
1436,3784,5
3694,7617,5
4035,5442,5
8995,8961,5
8289,8158,5
6813,7602,5
2906,3093,5
1730,564,5
564,7676,5
9030,9076,5
4142,2155,5
7820,6786,5
7605,663,5
2906,6786,5
5766,8037,5
5766,8068,5
2939,1244,5
8073,1613,5
4247,3665,5
9385,9326,5
3172,8017,5
8358,393,5
9690,9602,5
5740,3703,5
9891,9821,5
2503,1296,5
4076,9602,5
4449,622,5
4555,9683,5
1982,9665,5
4329,9624,5
9622,5096,5
9648,7131,5
10313,10327,5
10353,10368,5
6706,9296,5
10396,3590,5
10384,8961,5
10412,10440,5
10419,10486,5
10434,10485,5
4841,9482,5
8284,1451,5
2068,2482,5
2973,4552,5
6805,8363,5
8158,8363,5
3153,92,5
10613,10658,5
10346,2482,5
7898,8260,5
4451,6560,5
4451,2841,5
9699,2945,5
1822,2012,5
932,5459,5
11032,11086,5
7236,8539,5
11102,11101,5
11180,11148,5
11157,11176,5
11253,11215,5
4253,9111,5
8257,7373,5
6180,10535,5
2068,4404,5
8004,1164,5
7998,5850,5
6783,7998,5
8511,8411,5
8542,8411,5
2472,6946,5
11803,11878,5
11084,3955,5
11552,9922,5
3322,582,5
237,1378,5
8194,4269,5
4336,7706,5
8912,1283,5
614,736,5
4728,10023,5
1378,8194,5
4318,4121,5
4269,3432,5
4121,3851,5
11472,11948,5
9977,10819,5
10819,4363,5
10616,8584,5
6113,167,5
5056,8363,5
9522,8017,5
6184,3894,5
9359,1079,5
1079,9331,5
9395,11225,5
10097,9493,5
7881,1747,5
8579,2851,5
5616,2765,5
9596,5303,5
9369,7191,5
11280,8368,5
10015,6317,5
4335,1563,5
7481,8514,5
3279,10516,5
12440,12458,5
10283,1475,5
8190,4031,5
1974,9634,5
4193,2358,5
11014,8981,5
9988,11784,5
4903,9862,5
12551,12541,5
12537,12544,5
3545,10552,5
3992,8671,5
859,6591,5
9862,435,5
9862,859,5
7832,5747,5
10130,6591,5
12704,12747,5
6515,9402,5
7850,9523,5
12841,12850,5
6409,10365,5
11798,1637,5
13432,11166,5
8539,10871,5
12371,7956,5
13560,13217,5
942,6434,5
10632,5275,5
5836,4234,5
8642,1568,5
501,8036,5
4021,13669,5
726,3632,5
13276,10908,5
13848,1143,5
14092,860,5
13221,6535,5
6323,7661,5
7099,6323,5
7060,1769,5
11587,8810,5
1947,8167,5
5919,5136,5
11213,2966,5
2966,11213,5
10205,2548,5
10205,13163,5
13565,12299,5
13295,5487,5
15113,15135,5
324,385,5
304,338,5
378,366,5
592,546,5
706,774,5
733,785,5
743,719,5
703,719,5
786,724,5
727,764,5
794,783,5
795,761,5
781,751,5
705,758,5
761,747,5
721,726,5
752,799,5
749,793,5
830,803,5
328,1053,5
354,1023,5
1394,1323,5
354,761,5
328,797,5
1688,1685,5
1986,1923,5
1992,2000,5
2190,2137,5
2173,2111,5
2204,2231,5
2407,2454,5
2531,2560,5
2600,2539,5
3491,3440,5
2697,1595,5
3589,3578,5
3510,3554,5
3603,3678,5
2586,274,5
274,2567,5
398,2857,5
4292,4212,5
679,3410,5
733,2106,5
1602,1005,5
4398,4322,5
1391,2968,5
1310,913,5
1014,3104,5
2295,3537,5
4496,4429,5
4418,4415,5
3620,2315,5
3603,2334,5
2325,2498,5
4632,4677,5
4675,4607,5
4700,4609,5
2802,1837,5
4738,4706,5
2959,4059,5
4353,1696,5
4353,2959,5
4911,4927,5
1673,3518,5
5093,5021,5
2928,977,5
5344,4544,5
5467,5496,5
5411,5464,5
5571,5530,5
5691,5614,5
5431,4083,5
4080,5479,5
5500,1484,5
5481,4399,5
1696,5401,5
4083,5419,5
4217,5310,5
5725,5736,5
5727,5725,5
979,2949,5
4542,5460,5
5450,4552,5
4435,3928,5
1548,2560,5
3998,2560,5
3231,4104,5
5907,5997,5
5942,5970,5
5865,1994,5
5180,3289,5
6008,6064,5
6058,6086,5
3012,3615,5
6020,5456,5
6087,2939,5
4168,3612,5
2544,3940,5
6750,6707,5
6814,6836,5
6839,6885,5
6847,6866,5
6884,6896,5
6844,6832,5
6880,6853,5
7064,7059,5
7446,7481,5
2162,1452,5
1452,3293,5
7776,7724,5
7712,7721,5
184,5964,5
4481,438,5
959,4373,5
7253,4546,5
7195,7549,5
8229,8230,5
5777,6867,5
1343,2262,5
211,4152,5
5304,1267,5
7082,8216,5
7550,1028,5
7859,7363,5
8089,1244,5
3642,2143,5
438,6016,5
6069,6847,5
2759,6817,5
451,6294,5
5442,3898,5
711,3527,5
2776,7820,5
2926,95,5
9091,9015,5
9067,9010,5
2518,4613,5
8798,548,5
3330,5579,5
9266,9243,5
4395,6418,5
8093,5590,5
5766,6418,5
5490,1244,5
8403,1244,5
9620,9648,5
9684,9642,5
5109,2723,5
8793,8260,5
9505,9932,5
3851,8912,5
5789,2939,5
9656,7679,5
622,9628,5
8724,9014,5
3640,2856,5
3640,3754,5
3616,2581,5
2974,1525,5
8137,6478,5
10327,10373,5
10384,10322,5
281,8961,5
3590,5737,5
2960,10371,5
10451,10424,5
9443,7073,5
4110,9653,5
10349,1078,5
9954,5775,5
2973,7810,5
4441,3356,5
9098,9874,5
1917,3153,5
10107,9466,5
3741,9098,5
5058,8882,5
4881,8598,5
497,9700,5
2967,3875,5
3112,6529,5
11060,11069,5
1715,10726,5
1106,9815,5
11332,11393,5
258,8882,5
1343,3677,5
5850,8195,5
8475,5055,5
6013,2718,5
10431,7671,5
11798,11763,5
4056,8867,5
839,3020,5
10740,8289,5
6464,1240,5
7823,11867,5
237,7579,5
8266,4269,5
10758,11914,5
2108,6810,5
8017,9386,5
10048,5081,5
1505,479,5
11225,9369,5
10097,4827,5
9493,9385,5
3315,5235,5
5055,8040,5
8024,8197,5
1189,8197,5
11695,11737,5
10795,10954,5
4781,10596,5
1860,9421,5
6317,10089,5
10022,4737,5
11796,4420,5
11779,7014,5
4903,3332,5
2358,8541,5
11633,391,5
350,2869,5
11214,3409,5
1289,10446,5
6899,86,5
859,5747,5
7850,4791,5
10446,4816,5
8252,11537,5
565,6001,5
5553,7627,5
12358,1449,5
4166,1591,5
79,8359,5
11571,638,5
4796,3030,5
582,11812,5
9179,13414,5
13541,13240,5
11847,13842,5
6915,3257,5
8348,1753,5
726,9369,5
9252,2565,5
5345,6800,5
5661,13203,5
8102,13682,5
2251,7288,5
1709,6864,5
798,14044,5
8057,5007,5
11587,5007,5
1769,5111,5
11416,1242,5
14786,14731,5
15121,15135,5
15113,15188,5
6823,138,5
574,540,5
709,749,5
705,747,5
774,772,5
833,801,5
899,859,5
930,961,5
1044,1023,5
1021,1001,5
247,295,5
355,385,5
625,682,5
795,709,5
772,778,5
1001,1043,5
1056,395,5
1208,1273,5
730,362,5
1014,1287,5
1651,1643,5
2300,2225,5
2249,2262,5
2484,2500,5
121,2026,5
2586,2510,5
2521,2570,5
2563,2522,5
2922,2923,5
681,3104,5
681,3123,5
601,3162,5
3461,3436,5
3691,3637,5
3604,3677,5
3824,3867,5
3948,3935,5
4052,4007,5
2178,218,5
2152,3198,5
4215,4226,5
1673,2567,5
4394,4329,5
991,1221,5
2905,962,5
2260,3568,5
3655,2062,5
2784,1406,5
4675,2509,5
1971,4319,5
1855,4670,5
1865,446,5
915,4395,5
4044,2959,5
4316,2941,5
1696,4025,5
4012,928,5
2939,4083,5
4977,4911,5
4946,4990,5
5269,5216,5
2405,1384,5
2212,923,5
2786,1396,5
5145,1043,5
4647,1476,5
5513,5594,5
2717,5490,5
5440,1337,5
5414,4364,5
5481,407,5
5464,4395,5
2960,1775,5
5774,5746,5
5787,5789,5
5748,5709,5
4030,1762,5
3940,1586,5
1586,443,5
226,2700,5
4315,3259,5
844,1994,5
2251,6030,5
5455,1651,5
4903,4552,5
5460,1046,5
4593,6027,5
4346,3991,5
6783,6777,5
6874,6839,5
6839,6869,5
6853,6848,5
6847,6858,5
6883,6811,5
6833,6878,5
6825,6836,5
7586,7594,5
3676,1012,5
3587,4871,5
6408,1619,5
950,5724,5
3867,7271,5
8165,8149,5
2053,3651,5
5533,7568,5
7740,7346,5
7774,8355,5
1155,1514,5
5573,1982,5
1182,7820,5
8350,7822,5
8590,8545,5
8545,8563,5
4613,1267,5
3196,4279,5
8073,1244,5
4278,2556,5
6855,5706,5
6809,5788,5
2294,3120,5
4969,6869,5
4744,8383,5
3784,7476,5
398,7406,5
7396,1673,5
4734,2636,5
4156,3920,5
1146,1246,5
5238,590,5
1531,3637,5
1531,3255,5
9095,9083,5
9098,9030,5
7890,8976,5
701,4398,5
5645,917,5
7019,9070,5
1677,6786,5
6061,9044,5
8037,8403,5
3727,5571,5
9077,1341,5
9381,9318,5
4611,8983,5
4398,4483,5
9775,9713,5
9713,9753,5
9267,8887,5
6019,9252,5
4260,9291,5
4627,7662,5
4076,5383,5
4076,3439,5
622,5672,5
622,4449,5
5096,4449,5
9066,8983,5
8704,8981,5
3249,5233,5
4966,8710,5
10389,10346,5
10322,10327,5
10352,10356,5
53,10145,5
7696,5799,5
4850,10334,5
10371,4850,5
10453,10476,5
10424,10430,5
4553,8905,5
10515,10596,5
3356,5423,5
1917,9069,5
10616,1321,5
8424,4580,5
9822,8234,5
6729,3064,5
497,3618,5
3028,1715,5
392,3028,5
10791,10727,5
10770,10795,5
9410,9026,5
8998,10322,5
9383,4955,5
11046,11062,5
11018,11080,5
11276,11256,5
932,75,5
3067,4552,5
3245,2701,5
942,8399,5
2100,9282,5
9988,11284,5
1263,7837,5
4749,942,5
6807,5002,5
3367,7162,5
237,1064,5
736,8424,5
7098,4269,5
2489,10058,5
3615,5414,5
10460,2458,5
8653,5943,5
9777,8363,5
8017,2065,5
1505,8596,5
10267,6113,5
4516,7877,5
8951,9867,5
9359,2054,5
1079,10328,5
1079,9493,5
10328,1747,5
8445,11965,5
11296,3551,5
1079,5653,5
10089,5116,5
6915,5240,5
1115,2171,5
12408,12486,5
1563,6458,5
7862,10261,5
2719,2385,5
7767,7340,5
10130,1563,5
5634,6323,5
1526,11214,5
11273,12653,5
1714,3297,5
5319,4673,5
5634,12374,5
13111,11712,5
13112,10439,5
13560,12189,5
6848,13833,5
8729,8211,5
12389,10812,5
13391,8167,5
10685,11834,5
12587,8674,5
3549,926,5
1626,7959,5
8810,6067,5
2964,13221,5
356,6591,5
6591,10067,5
7060,5111,5
9540,2112,5
2588,712,5
13296,183,5
5101,9540,5
5201,10248,5
10605,183,5
2548,6043,5
207,254,5
218,246,5
330,328,5
704,707,5
726,792,5
758,740,5
707,751,5
739,799,5
773,726,5
734,747,5
705,760,5
354,308,5
721,799,5
781,795,5
750,772,5
774,704,5
868,884,5
949,911,5
1035,1038,5
1023,1045,5
328,1056,5
1025,382,5
1015,347,5
1026,385,5
1262,1266,5
1232,1004,5
1206,345,5
1014,333,5
1569,1544,5
1883,1868,5
1961,1947,5
1999,1905,5
1922,1987,5
2155,2124,5
2148,2116,5
2116,2115,5
2242,2252,5
2272,2231,5
2441,2460,5
2498,2454,5
2570,2521,5
2758,2776,5
2792,2773,5
3021,3096,5
3146,299,5
232,3101,5
3477,3471,5
1581,1229,5
3515,3502,5
3639,3671,5
3620,3635,5
289,2197,5
246,603,5
437,204,5
405,1062,5
333,3931,5
419,2565,5
4376,4394,5
962,2972,5
3589,2295,5
3678,130,5
4556,4575,5
1042,701,5
4614,4628,5
4744,4730,5
1484,4013,5
4044,2717,5
4052,2959,5
5344,5325,5
130,3547,5
5464,5411,5
5459,5410,5
4398,1288,5
1315,4087,5
5614,5632,5
5439,4364,5
5486,2959,5
1484,5494,5
2969,5481,5
1337,5456,5
3666,778,5
5143,132,5
5758,5727,5
5708,5725,5
5737,5731,5
5814,5836,5
4670,627,5
5143,3493,5
5992,5933,5
5997,5990,5
6014,6093,5
3937,3861,5
1598,5422,5
4988,3861,5
1572,1662,5
6529,6594,5
6418,1613,5
6719,6781,5
6745,6707,5
6847,6829,5
6858,6829,5
5434,4641,5
7338,7395,5
7442,7430,5
5934,5736,5
1028,3293,5
5653,6343,5
5866,2550,5
7785,7709,5
438,2734,5
2075,4223,5
8211,8243,5
2886,4700,5
8373,8375,5
4524,3247,5
7820,1182,5
8521,8501,5
1638,4897,5
2440,7627,5
5905,4150,5
2758,3760,5
6447,8073,5
603,6032,5
6896,5769,5
6825,477,5
3544,5706,5
5788,6832,5
4969,6853,5
8411,451,5
1673,135,5
8962,8944,5
8945,8963,5
8946,8980,5
4389,3124,5
3979,467,5
8019,258,5
975,4421,5
1329,4421,5
4765,1831,5
1106,1833,5
1378,2519,5
9091,9096,5
9055,9088,5
9077,9009,5
9009,9068,5
7768,8998,5
7120,721,5
5505,7866,5
625,6786,5
1635,1940,5
7706,1378,5
1244,5766,5
5490,6100,5
1053,6773,5
3175,8948,5
9373,9353,5
9672,9684,5
9672,9664,5
9611,9686,5
9665,9686,5
9222,6380,5
9968,9950,5
9924,9944,5
2269,4611,5
187,5672,5
187,9619,5
4852,9601,5
4852,9677,5
9672,4852,5
6776,4270,5
388,9660,5
10046,9340,5
9363,10004,5
3616,75,5
10394,10384,5
10352,10327,5
9935,9598,5
10470,10438,5
10416,10433,5
2857,7768,5
5668,4441,5
9069,10368,5
9336,4897,5
3802,3286,5
7643,3153,5
10658,8045,5
5283,525,5
4846,486,5
2336,61,5
2945,382,5
7560,3002,5
10727,10744,5
10744,10795,5
11041,5584,5
11176,11119,5
11121,11145,5
2033,10334,5
10494,2033,5
5503,10753,5
11088,10960,5
5375,8873,5
7381,896,5
9758,6180,5
5669,1464,5
8475,1927,5
10989,11224,5
4034,4700,5
3880,10899,5
4565,2706,5
5227,8579,5
7209,8268,5
7919,3367,5
7579,10058,5
4713,7983,5
4193,5009,5
1475,8679,5
6529,9376,5
8101,1191,5
5958,11262,5
1352,10569,5
11898,5277,5
4070,7560,5
9557,7187,5
10620,12210,5
12362,12310,5
8922,10382,5
4735,1074,5
4335,1115,5
12401,12477,5
5997,2049,5
2358,6246,5
1555,9062,5
9906,7951,5
12050,7043,5
10596,8674,5
12005,11274,5
12144,1988,5
5219,8290,5
5530,8290,5
5731,3759,5
8642,1526,5
10130,435,5
12705,12738,5
10512,8594,5
3529,3889,5
8592,4191,5
10308,4953,5
12641,10085,5
9355,8674,5
2662,9875,5
8660,2857,5
13217,13462,5
9696,13663,5
13432,13244,5
4136,2082,5
2479,998,5
7995,8132,5
5240,12594,5
3680,13251,5
12695,4366,5
10908,320,5
6553,9505,5
9035,8674,5
10585,6731,5
7620,8298,5
11099,7959,5
9974,12323,5
9540,7555,5
9540,6323,5
1769,13561,5
4611,363,5
738,938,5
13272,1419,5
1591,132,5
8215,4118,5
9445,11353,5
8106,13194,5
10116,10274,5
15186,15121,5
381,368,5
341,374,5
313,366,5
729,768,5
726,755,5
751,707,5
737,758,5
768,743,5
778,743,5
843,859,5
989,949,5
387,316,5
761,731,5
761,786,5
354,1056,5
361,1099,5
1396,1375,5
1314,1323,5
773,378,5
763,1029,5
1987,1967,5
2261,2284,5
2235,2249,5
95,2038,5
2573,2568,5
3086,3048,5
391,431,5
3380,3382,5
3192,276,5
3414,3461,5
3955,3940,5
679,3188,5
263,2152,5
1108,1472,5
3157,2565,5
4284,4209,5
696,3476,5
331,211,5
933,1322,5
1576,1673,5
3568,2268,5
3682,2328,5
2441,3603,5
2467,3675,5
4542,4593,5
4329,4071,5
4336,4010,5
2968,1248,5
4143,2626,5
4682,1865,5
4614,1884,5
4080,2867,5
928,4011,5
2969,4364,5
1314,4388,5
4373,407,5
4066,930,5
4012,2717,5
4059,2717,5
4988,4916,5
4933,4977,5
759,3994,5
3545,2378,5
5312,5393,5
3547,977,5
946,2935,5
2222,1358,5
1330,977,5
3184,5356,5
1101,4118,5
4587,5311,5
5483,5446,5
5416,5402,5
4377,1377,5
5606,5602,5
5692,5690,5
5402,4017,5
4316,5486,5
1464,5404,5
4082,3670,5
4283,1677,5
5773,5772,5
3169,4468,5
3991,443,5
1598,1046,5
3266,1595,5
226,3919,5
5946,5990,5
5919,5976,5
839,2173,5
6121,6169,5
3609,3012,5
2957,5732,5
4904,5490,5
6010,5490,5
5455,4430,5
5455,6092,5
2596,1572,5
4914,6092,5
4346,3492,5
6092,1046,5
4430,4914,5
6555,6591,5
4968,2387,5
6777,6747,5
6829,6866,5
6889,6866,5
6832,6847,5
6817,6878,5
4264,5082,5
6906,6979,5
7025,7015,5
7324,7356,5
5962,5759,5
6752,5586,5
7601,7605,5
5653,7005,5
3994,4856,5
184,6469,5
4373,5977,5
5706,6469,5
6469,2993,5
2993,5724,5
5720,4373,5
5720,6408,5
438,5724,5
7369,8350,5
2285,7120,5
7121,3569,5
8216,7039,5
6416,3741,5
1005,1684,5
4916,2227,5
6016,5993,5
6855,3544,5
6830,997,5
2294,6874,5
6854,6047,5
4969,6864,5
2802,3368,5
2665,1315,5
5442,7606,5
3292,2868,5
8968,8965,5
625,7868,5
3637,1160,5
8998,7768,5
3440,7418,5
3746,1386,5
2660,1143,5
7706,6522,5
4190,6010,5
8093,1569,5
732,8485,5
8403,2939,5
6575,223,5
8350,6752,5
4384,8837,5
439,1700,5
9610,9611,5
3963,9331,5
9902,9988,5
2719,1209,5
8089,7039,5
4249,6100,5
4933,9619,5
9628,5672,5
10346,10371,5
10394,10371,5
10373,10377,5
9393,2651,5
10371,3418,5
10394,5737,5
10417,10424,5
10401,10407,5
3802,9834,5
6741,9362,5
9223,4274,5
8803,4541,5
174,9066,5
2024,2336,5
4034,2024,5
6560,9700,5
3875,1437,5
10710,10737,5
10832,10814,5
2851,10613,5
11030,11044,5
11047,11085,5
3573,4253,5
10798,4820,5
10702,1822,5
10778,1715,5
